Compañía,NOMBRE_CLIENTE,Cliente,NOMBRE_UNIDAD,Unidad,NOMBRE_SERVICIO,Servicio,Grupo,NOMBRE_GRUPO,MACROZONA,ZONA,Fecha_Inicio_Min,Fecha_Fin_Max,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,7592,Antamina Mina Huaraz,4992,PILOTO DRONE 08 HRS L/D DIA,N75,"","",REGION NORTE,REGION HUARAZ,2023-11-14,2099-12-31,2,3.5,2,0.75,1.5,57.14,-1.5,1.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,SOLGAS S.A.,23001,Solgas Planta Chiclayo,26419,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION CHICLAYO,2025-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,HAUG S.A.,67379,Haug Local Lurín,1816,SUPERVISOR SEGURIDAD ESPECIAL 24 HRS L/D,572,"","",ZONA SUR,ZONA S6,2015-06-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,Serv. Adic. APM Callao Refrigerantes,19408,CONTROLADOR DE RIESGO 08 HRS L/D NOCHE,P12,"","",ZONA NORTE,ZONA N6,2024-08-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,120215,Proyecto Sunny - La Joya,25754,AGENTE SEGURIDAD 24 HRS L/D,95,0125,GRUPO KALLPA,REGION SUR,REGION AREQUIPA,2024-08-14,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,85652,Edificio CEM IV 28 de Julio,13459,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C12,2025-01-01,2099-12-31,3,3.0,3,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNILEVER ANDINA PERU S.A.,69222,Unilever Perú Local Miraflores,8139,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,"","",ZONA CENTRO,ZONA C12,2015-09-07,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,EXPERTIA TRAVEL S.A.,208004,Cordon Travel 28 de Julio Miraflores,26088,OPERARIO 08 HRS L/S DÍA,O30,"","",ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2024-11-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,ARCHENGINE CONSULTORA S.A.C.,169029,Archengine Obra Sede San Miguel,24444,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA CENTRO,ZONA C9,2024-08-26,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CLINICA VALLESUR S.A.,152598,AUNA Oficinas Administrativas Sótano La Salle Arequipa,21727,AGENTE PREVENCIÓN 12 HRS L/D DÍA,K28,0129,GRUPO AUNA,REGION SUR,REGION AREQUIPA,2022-05-13,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA MINERA LINCUNA S.A.,82313,Lincuna Mina Ancash,13156,JEFE DE EQUIPO 24 HRS L/D,P58,"","",REGION NORTE,REGION HUARAZ,2024-10-12,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,INVERSIONES G & MINERALES S.A.C.,103164,Ingemin Mina Yanacancha,8520,AGENTE SEGURIDAD 24 HRS L/D (Acuartelado),96,0002,GRUPO GLORIA,REGION CENTRO,REGION JUNIN,2015-12-11,2099-12-31,6,6.0,4,0.5,2.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MINSUR S. A.,69289,UM San Rafael,26668,JEFE DE GRUPO 12 HRS L/D DÍA,097,0045,GRUPO BRECA,REGION SUR,REGION PUNO,2025-01-01,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,INDUSTRIAS DEL TULUMAYO S.A.,138051,Industrias del Tulumayo Chaparral,26581,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION ORIENTE,REGION UCAYALI,2025-01-01,2099-12-31,4,6.0,4,0.5,2.0,66.67,-2.0,2.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Idiomas Miraflores,13261,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA CENTRO,ZONA C12,2018-08-11,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EMPRESA MINERA LOS QUENUALES S.A.C.,71154,Glencore CCI UM Yauliyacu,21285,SUPERVISOR CENTRO CONTROL 12 HRS L/D DÍA,I30,0039,GRUPO GLENCORE,REGION CENTRO,REGION JUNIN,2022-03-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,62544,Farmindustria Planta Carlos Alayza Lince,21913,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,0133,GRUPO FARMINDUSTRIA,ZONA CENTRO,ZONA C6,2022-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,MEDIC SER S.A.C.,152595,AUNA Clinica Delgado Sede Miraflores Parking,23605,CAJERO PARKING 12 HRS L/D NOCHE,N19,0129,GRUPO AUNA,ZONA PARKING Y DELIVERY,ZONA PD1,2023-08-06,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,JARDINES DE LURIN SOCIEDAD ANONIMA,110850,Jardines Lurin Local Lurin,9818,AGENTE SEGURIDAD 09 HRS L/D (DÍA),22,0108,GRUPO JARDINES,ZONA SUR,ZONA S4,2020-03-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PESQUERA DIAMANTE S.A.,77667,Serv. Adic. Pesquera Diamante Planta Supe,19325,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION NORTE,REGION HUACHO,2025-05-01,2025-05-01,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SERVICIOS E INVERSIONES FENPER S.A.,157518,Dormeson Royal Plaza Independencia,22761,AGENTE SEGURIDAD 12 HRS L/D TARDE,K64,"","",ZONA NORTE,ZONA N3,2023-01-01,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,7139,BCP Sede Goyeneche Lima,23453,AGENTE SEGURIDAD 24 HRS DOM,335,"","",ZONA CENTRO,ZONA C4,2023-07-01,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CBC MARKET S.A.C.,141641,CBC Sala de Ventas Real Plaza Piura,19029,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",REGION NORTE,REGION PIURA,2023-07-24,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,82747,Residencia C.F.A.,3374,CONDUCTOR RESGUARDO 15 HRS. L/S (DÍA),965,0044,GRUPO FERREYROS,ZONA RESGUARDOS,ZONA CR1,2024-04-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LABORATORIOS LANSIER S.A.C.,110175,Lansier Local Breña,9666,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C9,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNITRADE S.A.C.,63597,Unitrade Sede Gambeta,26390,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA NORTE,ZONA N9,2025-02-15,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,7242,Cruz del Sur Javier Prado,17543,SUPERVISOR SEGURIDAD 24 HRS L/D,165,"","",ZONA CENTRO,ZONA C4,2023-01-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo Selva S.A.C.,LOGISTICA PERUANA DEL ORIENTE S.A.,159297,LPO Sede Pucallpa,22888,AGENTE SEGURIDAD 24 HRS L/D,95,0071,GRUPO ROMERO,REGION ORIENTE,REGION UCAYALI,2023-03-01,2099-12-31,6,4.666666666666667,4,0.16666666666666666,0.6666666666666666,128.57,1.33,0.0,1.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CENTRO EDUCATIVO PARTICULAR SANTA URSULA,105650,Colegio Santa Ursula San Isidro,8969,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA CENTRO,ZONA C11,2020-09-18,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,73633,Fargoline Local Cogorno,13860,AGENTE SEGURIDAD 24 HRS L/D,95,0044,GRUPO FERREYROS,ZONA RETAIL,ZONA RT2,2018-12-27,2099-12-31,8,9.333333333333334,8,0.16666666666666666,1.3333333333333333,85.71,-1.33,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",62594,Southern Perú Cuajone Central de Emergencias,20172,OPERADOR CENTRAL DE EMERGENCIAS 08 HRS L/D,H17,"","",REGION SUR,REGION MOQUEGUA,2025-05-01,2025-06-30,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,LINDE PERU S.R.L.,133200,Praxair Arequipa,15167,AGENTE SEGURIDAD 24 HRS L/D,95,0092,GRUPO PRAXAIR,REGION SUR,REGION AREQUIPA,2019-07-10,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,GRUPO PATIO COMERCIAL SOCIEDAD ANÓNIMA CERRADA - G,125631,CC Patio Sede Santa María,23508,AGENTE PARKING 08 HRS L/D TARDE,F35,"","",ZONA PARKING Y DELIVERY,ZONA PD3,2025-03-01,2099-12-31,1,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,42.86,-1.33,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,JORSAR S.A.C.,107113,El Comercio Sede Jorsar La Victoria,24540,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,0036,GRUPO EL COMERCIO,ZONA CENTRO,ZONA C4,2025-03-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LAVALLENA S.A.C.,223807,Lavallena Planta Chorrillos,26483,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S4,2025-04-02,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka Almacén Argentina II,1147,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA NORTE,ZONA N1,2018-04-20,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka Tienda Abancay (Controladores),379,CONTROLADOR 12,348,"","",ZONA RESGUARDOS,ZONA CR1,2020-03-31,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,67486,Statkraft Viconga,25718,GUARDIAN 24 HRS L/D,080,"","",REGION NORTE,REGION HUACHO,2024-08-01,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,62544,Farmindustria CD Lurín,21912,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,0133,GRUPO FARMINDUSTRIA,ZONA SUR,ZONA S6,2022-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,GSP TRUJILLO S.A.C.,152599,AUNA Clínica Camino Real Trujillo Parking,22892,AGENTE PARKING 12 HRS L/V + 09 HRS SÁB DÍA,L67,0129,GRUPO AUNA,ZONA PARKING Y DELIVERY,ZONA PD1,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MARCOBRE S.A.C.,83736,Mina Justa,26663,SUPERVISOR OPERARIVO SENIOR 12 HRS L/D ROTATIVO,Q55,"","",REGION SUR,REGION ICA,2025-05-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,SOCIEDAD DE DESARROLLO DE HOTELES PERUANOS S.A.,62543,Hotel Ibis Larco Miraflores,10823,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C12,2024-03-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ORYGEN PERU S.A.A.,65770,Enel Gener. Central Térmica Ventanilla,20284,SUPERVISOR SEGURIDAD 24 HRS L/D,165,0124,GRUPO ENEL,ZONA NORTE,ZONA N5,2025-05-01,2099-12-31,3,2.8,2,0.16666666666666666,0.8,107.14,0.2,0.0,0.2,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,63394,Adidas 502 MBFO Rambla Brasil,15975,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C9,2022-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GAS NATURAL DE LIMA Y CALLAO S.A.,86429,Serv. Adic. ERP Villa Maria del Triunfo,26507,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA SUR,ZONA S2,2025-05-17,2025-05-17,0,12.833333333333334,11,0.16666666666666666,1.8333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,RIMAC SEGUROS Y REASEGUROS,7044,Serv. Adic. Protección Ejecutiva - Trujillo,26456,RESGUARDO 12 HRS L/D DÍA,476,0045,GRUPO BRECA,ZONA RESGUARDOS,ZONA CR2,2025-05-27,2025-05-29,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,7139,BCP Sede Central La Molina,21007,ANALISTA DE CONTROL INTERNO 08 HRS L/V DIA,L56,"","",ZONA CENTRO,CENTRO DE CONTROL LIMA - BCP,2024-08-14,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,22801,Serv. Adic. Aceros Arequipa Exportación Sede Pisco,23633,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION ICA,2025-05-18,2025-05-18,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,72263,Serv. Adic. La Rambla San Borja,5221,AGENTE SEGURIDAD 08 HRS L/D TARDE,519,0045,GRUPO BRECA,ZONA SUR,ZONA S1,2025-05-08,2025-05-10,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,81865,Sanna Clinica Pro,24625,AGENTE SEGURIDAD 13 HRS L/S (DÍA),69,"","",ZONA NORTE,ZONA N3,2025-05-19,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,XIMESA S.A.C.,98454,Reyplast Patrimonial Ate,25173,INSPECTOR DE PATRIMONIO 08 HRS L/S DÍA (NIVEL 2B),P51,"","",ZONA CENTRO,ZONA C3,2024-04-01,2099-12-31,7,8.0,8,0.0,0.0,87.5,-1.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,63394,Adidas 204 FO Rambla San Borja,15976,AGENTE SEGURIDAD 10 HRS L/D (DIA),305,"","",ZONA RETAIL,ZONA RT1,2022-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ALICORP SAA,71436,Alicorp Operativos Molino Callao,10102,AGENTE ESCOLTA 12 HRS L/D (NOCHE),838,0071,GRUPO ROMERO,ZONA RESGUARDOS,ZONA CR2,2016-09-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MINERA BOROO MISQUICHILCA S.A.,134103,Minera Barrick Lagunas Norte,15640,SUPERVISOR SAFETY 12 HRS L/V DÍA,E16,"","",REGION NORTE,REGION TRUJILLO,2024-06-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Concretos Ingreso a la Enlozada,15122,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP DAA Aulas Multiusos,17646,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA NORTE,ZONA N8,2025-02-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,ASOCIACION YACHT CLUB QUIPA,167804,Club Quipa Pucusana,23814,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA SUR,ZONA S5,2023-10-15,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Serv. Adic. Real Plaza Cajamarca,14031,AGENTE SEGURIDAD 08 HRS L/D DÍA,16,"","",REGION NORTE,REGION CAJAMARCA,2025-05-21,2025-05-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,VEND S.A.C.,113647,Vendomatica Local Arequipa,13988,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION AREQUIPA,2024-05-18,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COBRA PERU S.A,94445,Cobra Servicio de Resguardo,21666,CONDUCTOR RESGUARDO 15 HRS L/S DÍA,K32,"","",ZONA RESGUARDOS,ZONA CR1,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MARCOBRE S.A.C.,83736,Mina Justa,26663,SUPERVISOR CENTRO DE CONTROL 12 HRS L/D DÍA,291,"","",REGION SUR,REGION ICA,2025-01-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,64990,Qapaq Agencia Satipo,19915,AGENTE SEGURIDAD 10 HRS L/S DIA,26,"","",REGION CENTRO,REGION JUNIN,2021-04-15,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Serv. Adic. Real Plaza Puruchuco,17423,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA RETAIL,ZONA RT1,2025-05-10,2025-05-11,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,7006,Repsol Mandos Medios,20139,COORDINADOR TRANSPORTES 12 HRS L/S DÍA,I24,0099,GRUPO REPSOL,ZONA SUR,ZONA REPSOL MANDOS MEDIOS,2021-06-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Clínica Vallesur Arequipa Parking,22452,SUPERVISOR PARKING 12 HRS L/S DÍA,L43,0129,GRUPO AUNA,ZONA PARKING Y DELIVERY,ZONA PD1,2023-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Clínica Guardia Civil San Borja Cdra. 2,21685,AGENTE PREVENCIÓN 24 HRS L/D,K23,0129,GRUPO AUNA,ZONA SUR,ZONA S1,2022-05-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,COCORICO S A,147836,Granja Tiwinza Santa Rosa,24649,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION NORTE,REGION HUACHO,2024-02-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - C,64432,CPPQ Planta El Agustino,2591,INSPECTOR DE PATRIMONIO 24 HRS L/S,093,0045,GRUPO BRECA,ZONA CENTRO,ZONA C3,2025-01-01,2099-12-31,0,6.0,6,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CENTRO DE SISTEMAS Y NEGOCIOS SOCIEDAD ANONIMA - C,75973,Nuevo Local Kia,8926,AGENTE SEGURIDAD 12 HRS L/V + 08 HRS SAB DIA,60,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C7,2023-11-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TEXTILE SOURCING COMPANY S.A.C. BIC,142378,T.S.C. Sede Chincha,19453,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION ICA,2020-11-30,2099-12-31,14,11.666666666666666,10,0.16666666666666666,1.6666666666666665,120.0,2.33,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,CLINICA INTERNACIONAL S A,59077,Clínica Intl. Torre Hospitalaria San Borja,1279,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,ZONA SUR,ZONA S1,2012-01-01,2099-12-31,12,11.666666666666666,10,0.16666666666666666,1.6666666666666665,102.86,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CONSTRUCTORA EL ROBLE S.A.C.,101900,Edificio Comercial Basadre,8233,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C11,2022-07-04,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CONSTRUCTORA EL ROBLE S.A.C.,101900,Local Av. Conquistadores,8232,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA CENTRO,ZONA C11,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Biblioteca CIA,17655,OPERADOR CENTRO CONTROL 08 HRS L/S DÍA,G02,"","",ZONA NORTE,ZONA N8,2024-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,66944,Serv. Adic. Disal Pisco,22419,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",REGION SUR,REGION ICA,2025-05-01,2025-05-01,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,7006,Repsol Esmo Moquegua,16417,AGENTE SEGURIDAD 08 HRS J/D NOCHE,Q83,0099,GRUPO REPSOL,REGION SUR,REGION MOQUEGUA,2025-05-16,2099-12-31,1,0.6666666666666666,1,0.16666666666666666,0.6666666666666666,150.0,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,INVERSIONES OLLANTA S.A.,135882,Radisson Ollantaytambo,16365,AGENTE SEGURIDAD 24 HRS L/D,95,0098,GRUPO DECAMERON,REGION SUR,REGION CUZCO,2019-10-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,63394,Adidas 140 Mall Santa Anita,16375,AGENTE SEGURIDAD 08 HRS SÁB Y DOM DÍA,522,"","",ZONA CENTRO,ZONA C2,2022-05-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
