Cliente_Final,COD UNID,Servicio_Limpio,Personal_Real,Compañía_PA,Nombre_Cliente_PA,Nombre_Unidad_PA,Nombre_Servicio_PA,Clave_Mezclado,Cliente_Final_right,Unidad_Str,Servicio_Limpio_right,Personal_Estimado,Compañía_SV,Nombre_Cliente_SV,Nombre_Unidad_SV,Nombre_Servicio_SV,Zona_SV,Macrozona_SV,Diferencia,Cobertura_Pct,Estado
111643,19783.0,351,3,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 6 Centro Control,OPERADOR CENTRO CONTROL 12 HRS L/S DIA,111643_19783_351,111643,19783,351,3.0,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 6 Centro Control,OPERADOR CENTRO CONTROL 12 HRS L/S DIA,ZONA RT1,ZONA RETAIL,0.0,100.0,EXACTO
72263,3396.0,49,1,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Rambla San Borja,AGENTE SEGURIDAD 12 HRS L/S NOCHE,72263_3396_49,72263,3396,49,1.0,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Rambla San Borja,AGENTE SEGURIDAD 12 HRS L/S NOCHE,ZONA RT1,ZONA RETAIL,0.0,100.0,EXACTO
7409,6633.0,372,5,J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UPC Campus San Miguel,AGENTE SEGURIDAD 08 HRS L/S TARDE,7409_6633_372,7409,6633,372,5.0,J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UPC Campus San Miguel,AGENTE SEGURIDAD 08 HRS L/S TARDE,ZONA C9,ZONA CENTRO,0.0,100.0,EXACTO
11883,25086.0,29,1,J&V Resguardo Selva SAC,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Pucallpa,AGENTE SEGURIDAD 11 HRS L/S (DÍA),11883_25086_29,11883,25086,29,1.0,J&V Resguardo Selva S.A.C.,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Pucallpa,AGENTE SEGURIDAD 11 HRS L/S (DÍA),REGION UCAYALI,REGION ORIENTE,0.0,100.0,EXACTO
85652,15038.0,48,1,J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.C,Edificio CEM III Miraflores,AGENTE SEGURIDAD 12 HRS L/S DÍA,85652_15038_48,85652,15038,48,1.0,J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,Edificio CEM III Miraflores,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C10,ZONA CENTRO,0.0,100.0,EXACTO
7006,16433.0,95,3,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Grau 2 La Victoria,AGENTE SEGURIDAD 24 HRS L/D,7006_16433_95,7006,16433,95,2.3333333333333335,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Grau 2 La Victoria,AGENTE SEGURIDAD 24 HRS L/D,ZONA C4,ZONA CENTRO,0.67,128.57,SOBRECARGA
7139,23449.0,95,3,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede Miraflores,AGENTE SEGURIDAD 24 HRS L/D,7139_23449_95,7139,23449,95,2.3333333333333335,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede Miraflores,AGENTE SEGURIDAD 24 HRS L/D,ZONA C10,ZONA CENTRO,0.67,128.57,SOBRECARGA
54550,23331.0,F35,2,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede San Luis Parking,AGENTE PARKING 08 HRS L/D TARDE,54550_23331_F35,54550,23331,F35,2.3333333333333335,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede San Luis Parking,AGENTE PARKING 08 HRS L/D TARDE,ZONA PD2,ZONA PARKING Y DELIVERY,-0.33,85.71,FALTA
191862,25522.0,O79,1,J&V Resguardo S.A.C.,NAVIMAX S.A.,Primax Pansur Lurin,OPERADOR GPS 08 HRS L/S DÍA,191862_25522_O79,191862,25522,O79,1.0,J&V Resguardo S.A.C.,NAVIMAX S.A.,Primax Pansur Lurin,OPERADOR GPS 08 HRS L/S DÍA,ZONA S4,ZONA SUR,0.0,100.0,EXACTO
143212,19632.0,E57,3,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Pallca,AGENTE SEGURIDAD ARMADO 24 HRS L/D,143212_19632_E57,143212,19632,E57,3.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Pallca,AGENTE SEGURIDAD ARMADO 24 HRS L/D,REGION HUARAZ,REGION NORTE,0.0,100.0,EXACTO
59493,17651.0,372,3,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Derecho,AGENTE SEGURIDAD 08 HRS L/S TARDE,59493_17651_372,59493,17651,372,3.0,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Derecho,AGENTE SEGURIDAD 08 HRS L/S TARDE,ZONA N8,ZONA NORTE,0.0,100.0,EXACTO
11883,25094.0,29,1,J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Larco Trujillo,AGENTE SEGURIDAD 11 HRS L/S (DÍA),11883_25094_29,11883,25094,29,1.0,J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Larco Trujillo,AGENTE SEGURIDAD 11 HRS L/S (DÍA),REGION TRUJILLO,REGION NORTE,0.0,100.0,EXACTO
23093,3887.0,41,1,J&V Resguardo S.A.C.,ABBOTT LABORATORIOS SA,Abbott Lab. San Isidro,AGENTE SEGURIDAD 12 HRS L/D DÍA,23093_3887_41,23093,3887,41,1.1666666666666667,J&V Resguardo S.A.C.,ABBOTT LABORATORIOS SA,Abbott Lab. San Isidro,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C6,ZONA CENTRO,-0.17,85.71,FALTA
9416,2655.0,B80,2,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Edifício Plaza del Sol,REFRIGERANTE 08 HRS L/D (DÍA),9416_2655_B80,9416,2655,B80,1.1666666666666667,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Edifício Plaza del Sol,REFRIGERANTE 08 HRS L/D (DÍA),ZONA C6,ZONA CENTRO,0.83,171.43,SOBRECARGA
9463,22050.0,59,1,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Alcazar Rímac,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,9463_22050_59,9463,22050,59,1.0,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Alcazar Rímac,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,ZONA C8,ZONA CENTRO,0.0,100.0,EXACTO
61262,14658.0,95,11,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Local Santa Beatriz,AGENTE SEGURIDAD 24 HRS L/D,61262_14658_95,61262,14658,95,9.333333333333334,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Local Santa Beatriz,AGENTE SEGURIDAD 24 HRS L/D,ZONA C7,ZONA CENTRO,1.67,117.86,SOBRECARGA
8795,3187.0,95,2,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Vista Alegre,AGENTE SEGURIDAD 24 HRS L/D,8795_3187_95,8795,3187,95,2.3333333333333335,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Vista Alegre,AGENTE SEGURIDAD 24 HRS L/D,REGION ICA,REGION SUR,-0.33,85.71,FALTA
,,,0,,,,,63394_20416_N14,63394,20416,N14,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 309 Plaza San Miguel 1er Piso,"AGENTE SEGURIDAD 10 HRS VIE, SAB Y DOM (TARDE)",ZONA C9,ZONA CENTRO,,,INDETERMINADO
107934,9312.0,95,3,J&V Resguardo S.A.C.,"SACCHI GIURATO, PAOLO MARIO",Residencia Romero 1,AGENTE SEGURIDAD 24 HRS L/D,107934_9312_95,107934,9312,95,2.3333333333333335,J&V Resguardo S.A.C.,"SACCHI GIURATO, PAOLO MARIO",Residencia Romero 1,AGENTE SEGURIDAD 24 HRS L/D,ZONA RG1,ZONA RESIDENCIAS,0.67,128.57,SOBRECARGA
23001,26413.0,41,1,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Almacenamiento Ventanilla,AGENTE SEGURIDAD 12 HRS L/D DÍA,23001_26413_41,23001,26413,41,1.1666666666666667,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Almacenamiento Ventanilla,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA N2,ZONA NORTE,-0.17,85.71,FALTA
63394,15974.0,305,1,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 503 MBFO InOutlet Lurin,AGENTE SEGURIDAD 10 HRS L/D (DIA),63394_15974_305,63394,15974,305,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 503 MBFO InOutlet Lurin,AGENTE SEGURIDAD 10 HRS L/D (DIA),ZONA S4,ZONA SUR,-0.17,85.71,FALTA
,,,0,,,,,111212_26189_23,111212,26189,23,1.1666666666666667,J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,Serv. Adic. H & M Jockey Plaza,AGENTE SEGURIDAD 09 HRS L/D NOCHE,ZONA RT1,ZONA RETAIL,,,INDETERMINADO
56948,1470.0,41,6,J&V Resguardo S.A.C.,AEROPUERTOS DEL PERU S.A.,ADP Ciudad Trujillo,AGENTE SEGURIDAD 12 HRS L/D DÍA,56948_1470_41,56948,1470,41,5.833333333333333,J&V Resguardo S.A.C.,AEROPUERTOS DEL PERU S.A.,ADP Ciudad Trujillo,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION TRUJILLO,REGION NORTE,0.17,102.86,SOBRECARGA
81865,11838.0,48,2,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Oficina Torre Prime,AGENTE SEGURIDAD 12 HRS L/S DÍA,81865_11838_48,81865,11838,48,2.0,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Oficina Torre Prime,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C10,ZONA CENTRO,0.0,100.0,EXACTO
70588,26435.0,446,1,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Coordinador C. Civico y Salaverry,COORDINADOR 12 HRS L/S DIA,70588_26435_446,70588,26435,446,1.0,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Coordinador C. Civico y Salaverry,COORDINADOR 12 HRS L/S DIA,ZONA RT1,ZONA RETAIL,0.0,100.0,EXACTO
79130,2954.0,398,3,J&V Resguardo S.A.C.,MINERA LA ZANJA S.R.L.,Minera La Zanja,AGENTE CONDUCTOR 24 HRS L/D,79130_2954_398,79130,2954,398,3.0,J&V Resguardo S.A.C.,MINERA LA ZANJA S.R.L.,Minera La Zanja,AGENTE CONDUCTOR 24 HRS L/D,REGION CAJAMARCA,REGION NORTE,0.0,100.0,EXACTO
7006,20139.0,I24,1,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Mandos Medios,COORDINADOR TRANSPORTES 12 HRS L/S DÍA,7006_20139_I24,7006,20139,I24,1.0,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Mandos Medios,COORDINADOR TRANSPORTES 12 HRS L/S DÍA,ZONA REPSOL MANDOS MEDIOS,ZONA SUR,0.0,100.0,EXACTO
66965,22932.0,18,1,J&V Resguardo S.A.C.,UNIVERSIDAD DE PIURA,UDEP CP Puerta San Jose Maria,AGENTE SEGURIDAD 08 HRS L/S DÍA,66965_22932_18,66965,22932,18,1.0,J&V Resguardo S.A.C.,UNIVERSIDAD DE PIURA,UDEP CP Puerta San Jose Maria,AGENTE SEGURIDAD 08 HRS L/S DÍA,REGION PIURA,REGION NORTE,0.0,100.0,EXACTO
56948,26.0,16,1,J&V Resguardo Selva SAC,AEROPUERTOS DEL PERU S.A.,Segway Iquitos,AGENTE SEGURIDAD 08 HRS L/D DÍA,56948_26_16,56948,26,16,1.1666666666666667,J&V Resguardo Selva S.A.C.,AEROPUERTOS DEL PERU S.A.,Segway Iquitos,AGENTE SEGURIDAD 08 HRS L/D DÍA,REGION IQUITOS,REGION ORIENTE,-0.17,85.71,FALTA
,,,0,,,,,137079_26547_080,137079,26547,080,1.1538461538461537,Liderman Servicios S.A.C.,"PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO",Guardiania GPS-1864 La Esperanza Sector Srt Veronica,GUARDIAN 24 HRS L/D,REGION TRUJILLO,REGION NORTE,,,INDETERMINADO
72182,10834.0,48,1,J&V Resguardo S.A.C.,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Edificio Trillium,AGENTE SEGURIDAD 12 HRS L/S DÍA,72182_10834_48,72182,10834,48,1.0,J&V Resguardo S.A.C.,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Edificio Trillium,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C6,ZONA CENTRO,0.0,100.0,EXACTO
55024,21154.0,95,12,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 2 Operaciones,AGENTE SEGURIDAD 24 HRS L/D,55024_21154_95,55024,21154,95,11.666666666666666,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 2 Operaciones,AGENTE SEGURIDAD 24 HRS L/D,ZONA N5,ZONA NORTE,0.33,102.86,SOBRECARGA
125953,26341.0,95,3,J&V Resguardo S.A.C.,TS - LOGISTIC S.A.C.,TS Logistic Cochera Villa El Salvador,AGENTE SEGURIDAD 24 HRS L/D,125953_26341_95,125953,26341,95,2.3333333333333335,J&V Resguardo S.A.C.,TS - LOGISTIC S.A.C.,TS Logistic Cochera Villa El Salvador,AGENTE SEGURIDAD 24 HRS L/D,ZONA S2,ZONA SUR,0.67,128.57,SOBRECARGA
62594,1403.0,113,2,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Oficina Principal,OPERADOR CENTRO CONTROL 24 HRS L/D,62594_1403_113,62594,1403,113,2.3333333333333335,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",Southern Perú Oficina Principal,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA S3,ZONA SUR,-0.33,85.71,FALTA
22888,25584.0,127,1,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda San Miguel (Resguardos),RESGUARDO 12 HRS L/S NIVEL 2 (DÍA),22888_25584_127,22888,25584,127,1.0,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda San Miguel (Resguardos),RESGUARDO 12 HRS L/S NIVEL 2 (DÍA),ZONA CR1,ZONA RESGUARDOS,0.0,100.0,EXACTO
,,,0,,,,,55712_472_080,55712,472,080,1.1538461538461537,J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,Centro de Acopio Puente Virú Trujillo,GUARDIAN 24 HRS L/D,REGION TRUJILLO,REGION NORTE,,,INDETERMINADO
117232,11010.0,977,2,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAPACCAY S.A.,Mina,CONTROLADOR DE SEGURIDAD 2 - 08 HRS L/D (DÍA),117232_11010_977,117232,11010,977,4.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAPACCAY S.A.,Mina,CONTROLADOR DE SEGURIDAD 2 - 08 HRS L/D (DÍA),REGION CUZCO,REGION SUR,-2.0,50.0,FALTA
163392,23427.0,165,5,J&V Resguardo S.A.C.,CONSORCIO INTI PUNKU,Inti Punku AIJC Seguridad Perimetral,SUPERVISOR SEGURIDAD 24 HRS L/D,163392_23427_165,163392,23427,165,7.0,J&V Resguardo S.A.C.,CONSORCIO INTI PUNKU,Inti Punku AIJC Seguridad Perimetral,SUPERVISOR SEGURIDAD 24 HRS L/D,ZONA A1,ZONA AVIACION,-2.0,71.43,FALTA
64990,21387.0,26,1,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Piura Libertad,AGENTE SEGURIDAD 10 HRS L/S DIA,64990_21387_26,64990,21387,26,1.0,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Piura Libertad,AGENTE SEGURIDAD 10 HRS L/S DIA,REGION PIURA,REGION NORTE,0.0,100.0,EXACTO
7196,928.0,95,2,J&V Resguardo S.A.C.,EMPRESA EDITORA EL COMERCIO S.A.,El Comercio Planta Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,7196_928_95,7196,928,95,2.3333333333333335,J&V Resguardo S.A.C.,EMPRESA EDITORA EL COMERCIO S.A.,El Comercio Planta Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,REGION CHICLAYO,REGION NORTE,-0.33,85.71,FALTA
,,,0,,,,,9463_22054_026,9463,22054,026,1.0,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Sede Torre La Victoria,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),ZONA C8,ZONA CENTRO,,,INDETERMINADO
66944,7733.0,A71,1,J&V Resguardo S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,Disal Trujillo,AGENTE SEGURIDAD 12 HRS SÁB Y DOM DÍA,66944_7733_A71,66944,7733,A71,1.1666666666666667,J&V Resguardo S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,Disal Trujillo,AGENTE SEGURIDAD 12 HRS SÁB Y DOM DÍA,REGION TRUJILLO,OTROS,-0.17,85.71,FALTA
132315,22568.0,95,3,J&V Resguardo S.A.C.,GRUPO SHANOC S.A.,Shanoc Local Ate II,AGENTE SEGURIDAD 24 HRS L/D,132315_22568_95,132315,22568,95,2.3333333333333335,J&V Resguardo S.A.C.,GRUPO SHANOC S.A.,Shanoc Local Ate II,AGENTE SEGURIDAD 24 HRS L/D,ZONA C2,ZONA CENTRO,0.67,128.57,SOBRECARGA
111643,18383.0,41,1,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 8,AGENTE SEGURIDAD 12 HRS L/D DÍA,111643_18383_41,111643,18383,41,1.1666666666666667,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 8,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA DISPONIBLES LIMA SUR,ZONA SUR,-0.17,85.71,FALTA
7594,18005.0,95,5,J&V Resguardo S.A.C.,P&D ANDINA ALIMENTOS S.A.,PD Establo el Paijan,AGENTE SEGURIDAD 24 HRS L/D,7594_18005_95,7594,18005,95,4.666666666666667,J&V Resguardo S.A.C.,P&D ANDINA ALIMENTOS S.A.,PD Establo el Paijan,AGENTE SEGURIDAD 24 HRS L/D,REGION TRUJILLO,REGION NORTE,0.33,107.14,SOBRECARGA
,,,0,,,,,73633_26139_95,73633,26139,95,2.3333333333333335,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Fotis Maquinaria,AGENTE SEGURIDAD 24 HRS L/D,ZONA RT2,ZONA RETAIL,,,INDETERMINADO
125953,13365.0,95,1,J&V Resguardo S.A.C.,TS - LOGISTIC S.A.C.,TS Logistic Sede Comas Estacionamiento,AGENTE SEGURIDAD 24 HRS L/D,125953_13365_95,125953,13365,95,2.3333333333333335,J&V Resguardo S.A.C.,TS - LOGISTIC S.A.C.,TS Logistic Sede Comas Estacionamiento,AGENTE SEGURIDAD 24 HRS L/D,ZONA N2,ZONA NORTE,-1.33,42.86,FALTA
,,,0,,,,,137079_26512_080,137079,26512,080,1.1538461538461537,Liderman Servicios S.A.C.,"PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO",Guardiania GPS-1090 Industriales Francisco Antonio,GUARDIAN 24 HRS L/D,REGION TACNA,REGION SUR,,,INDETERMINADO
8795,999.0,53,3,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Ica,AGENTE SEGURIDAD 12 HRS L/V (DÍA),8795_999_53,8795,999,53,2.0,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Ica,AGENTE SEGURIDAD 12 HRS L/V (DÍA),REGION ICA,REGION SUR,1.0,150.0,SOBRECARGA
161360,23053.0,41,1,J&V Resguardo S.A.C.,INDUSTRY & LOGISTICS MANAGEMENT SOCIEDAD ANONIMA,ILM Comfer Planta Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,161360_23053_41,161360,23053,41,1.1666666666666667,J&V Resguardo S.A.C.,INDUSTRY & LOGISTICS MANAGEMENT SOCIEDAD ANONIMA,ILM Comfer Planta Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA N1,ZONA NORTE,-0.17,85.71,FALTA
106877,25745.0,41,4,J&V Resguardo S.A.C.,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,U. Cont. Campus Huancayo,AGENTE SEGURIDAD 12 HRS L/D DÍA,106877_25745_41,106877,25745,41,4.666666666666667,J&V Resguardo S.A.C.,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,U. Cont. Campus Huancayo,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION JUNIN,REGION CENTRO,-0.67,85.71,FALTA
,,,0,,,,,62007_22378_R00,62007,22378,R00,1.0,J&V Resguardo S.A.C.,CONTRANS S.A.C.,Contrans CD Lurín,AGENTE CONDUCTOR 12 HRS D/V NOCHE,ZONA S7,ZONA SUR,,,INDETERMINADO
75608,4851.0,151,2,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Omega Pucusana,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),75608_4851_151,75608,4851,151,1.1666666666666667,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Omega Pucusana,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),ZONA S5,ZONA SUR,0.83,171.43,SOBRECARGA
124672,25111.0,O22,1,J&V Resguardo S.A.C.,GRIO S.A.,Conductor MRG,CONDUCTOR 12 HRS L/D DÍA,124672_25111_O22,124672,25111,O22,1.1666666666666667,J&V Resguardo S.A.C.,GRIO S.A.,Conductor MRG,CONDUCTOR 12 HRS L/D DÍA,ZONA CR2,ZONA RESGUARDOS,-0.17,85.71,FALTA
162743,26532.0,95,3,J&V Resguardo S.A.C.,MARKETING POWER SOCIEDAD ANONIMA CERRADA - MARKETING POWER S.A.C.,Overal Mkt Dos de Mayo Miraflores,AGENTE SEGURIDAD 24 HRS L/D,162743_26532_95,162743,26532,95,2.3333333333333335,J&V Resguardo S.A.C.,MARKETING POWER SOCIEDAD ANONIMA CERRADA - MARKETI,Overal Mkt Dos de Mayo Miraflores,AGENTE SEGURIDAD 24 HRS L/D,ZONA C10,ZONA CENTRO,0.67,128.57,SOBRECARGA
82747,4105.0,156,1,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Inmobiliaria CDR Av. Argentina 5799,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),82747_4105_156,82747,4105,156,1.0,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Inmobiliaria CDR Av. Argentina 5799,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),ZONA RT3,ZONA RETAIL,0.0,100.0,EXACTO
,,,0,,,,,107110_25013_476,107110,25013,476,1.1666666666666667,J&V Resguardo S.A.C.,EMPRESA METAL MECANICA S A EMEMSA,Serv. Adic. Ememsa Resguardo,RESGUARDO 12 HRS L/D DÍA,ZONA CR2,ZONA RESGUARDOS,,,INDETERMINADO
134107,17873.0,885,2,J&V Resguardo S.A.C.,"ROMERO BELISMELIS, JOSE ROBERTO",Servicio de Resguardo,RESGUARDO 15 HRS L/D (DÍA),134107_17873_885,134107,17873,885,2.3333333333333335,J&V Resguardo S.A.C.,ROMERO BELISMELIS JOSE ROBERTO,Servicio de Resguardo,RESGUARDO 15 HRS L/D (DÍA),ZONA CR2,ZONA RESGUARDOS,-0.33,85.71,FALTA
,,,0,,,,,62544_21915_607,62544,21915,607,1.0,J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,Farmindustria Edificio César Vallejo Lince,AGENTE SEGURIDAD 08 HRS L/V TARDE,ZONA C6,ZONA CENTRO,,,INDETERMINADO
59079,1184.0,53,1,J&V Resguardo S.A.C.,JJC CONTRATISTAS GENERALES S.A.,JJC Contratistas Grales. Almacén VES,AGENTE SEGURIDAD 12 HRS L/V (DÍA),59079_1184_53,59079,1184,53,1.0,J&V Resguardo S.A.C.,JJC CONTRATISTAS GENERALES S.A.,JJC Contratistas Grales. Almacén VES,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA S2,ZONA SUR,0.0,100.0,EXACTO
,,,0,,,,,70588_13426_16,70588,13426,16,1.1666666666666667,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Serv. Adic. Real Plaza Piura,AGENTE SEGURIDAD 08 HRS L/D DÍA,REGION PIURA,REGION NORTE,,,INDETERMINADO
133892,26411.0,42,1,J&V Resguardo S.A.C.,D.C.R. MINERIA Y CONSTRUCCION S.A.C.,DCR Socabaya,AGENTE SEGURIDAD 12 HRS L/D NOCHE,133892_26411_42,133892,26411,42,1.1666666666666667,J&V Resguardo S.A.C.,D.C.R. MINERIA Y CONSTRUCCION S.A.C.,DCR Socabaya,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION AREQUIPA,REGION SUR,-0.17,85.71,FALTA
55024,21162.0,95,2,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 3 Accesos,AGENTE SEGURIDAD 24 HRS L/D,55024_21162_95,55024,21162,95,2.3333333333333335,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 3 Accesos,AGENTE SEGURIDAD 24 HRS L/D,ZONA N5,ZONA NORTE,-0.33,85.71,FALTA
98454,25173.0,P50,2,J&V Resguardo S.A.C.,XIMESA S.A.C.,Reyplast Patrimonial Ate,INSPECTOR DE PATRIMONIO 08 HRS L/S DÍA (NIVEL 2A),98454_25173_P50,98454,25173,P50,2.0,J&V Resguardo S.A.C.,XIMESA S.A.C.,Reyplast Patrimonial Ate,INSPECTOR DE PATRIMONIO 08 HRS L/S DÍA (NIVEL 2A),ZONA C3,ZONA CENTRO,0.0,100.0,EXACTO
152598,21702.0,100,1,J&V Resguardo S.A.C.,CLINICA VALLESUR S.A.,AUNA Clínica Vallesur Arequipa,JEFE DE GRUPO 12 HRS L/S DÍA,152598_21702_100,152598,21702,100,1.0,J&V Resguardo S.A.C.,CLINICA VALLESUR S.A.,AUNA Clínica Vallesur Arequipa,JEFE DE GRUPO 12 HRS L/S DÍA,REGION AREQUIPA,REGION SUR,0.0,100.0,EXACTO
