Cliente_Final,COD UNID,Servicio_Limpio,Personal_Real,Compañía_PA,Nombre_Cliente_PA,Nombre_Unidad_PA,Nombre_Servicio_PA,Clave_Mezclado,Cliente_Final_right,Unidad_Str,Servicio_Limpio_right,Personal_Estimado,Compañía_SV,Nombre_Cliente_SV,Nombre_Unidad_SV,Nombre_Servicio_SV,Zona_SV,Macrozona_SV,Diferencia,Cobertura_Pct,Estado
24097,141.0,K21,1,J&V Resguardo S.A.C.,PERUFARMA S A,Perufarma Sede UCM,INSPECTOR DE PATRIMONIO 12 HRS L/V + 08 HRS SAB DÍA,24097_141_K21,24097,141,K21,1.0,J&V Resguardo S.A.C.,PERUFARMA S A,Perufarma Sede UCM,INSPECTOR DE PATRIMONIO 12 HRS L/V + 08 HRS SAB DÍA,ZONA C9,ZONA CENTRO,0.0,100.0,EXACTO
7006,16455.0,95,3,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol San Cristobal Rímac,AGENTE SEGURIDAD 24 HRS L/D,7006_16455_95,7006,16455,95,2.3333333333333335,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol San Cristobal Rímac,AGENTE SEGURIDAD 24 HRS L/D,ZONA N3,ZONA NORTE,0.67,128.57,SOBRECARGA
,,,0,,,,,80843_26657_L83,80843,26657,L83,2.3333333333333335,J&V Resguardo S.A.C.,PERUBAR S A, Perubar Almacenes Callao,OPERADOR CCI 24 HRS L/D,ZONA N9,ZONA NORTE,,,INDETERMINADO
,,,0,,,,,62007_25071_425,62007,25071,425,0.16666666666666666,J&V Resguardo S.A.C.,CONTRANS S.A.C.,Contrans Aldeas VES,AGENTE SEGURIDAD 12 HRS SÁB DÍA,ZONA S2,ZONA SUR,,,INDETERMINADO
72554,4461.0,113,3,J&V Resguardo S.A.C.,CROSLAND SERVICIOS ADMINISTRATIVOS S.A.C.,Crosland Local San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D,72554_4461_113,72554,4461,113,2.3333333333333335,J&V Resguardo S.A.C.,CROSLAND SERVICIOS ADMINISTRATIVOS S.A.C.,Crosland Local San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA C11,ZONA CENTRO,0.67,128.57,SOBRECARGA
7044,1072.0,48,1,J&V Resguardo S.A.C.,RIMAC SEGUROS Y REASEGUROS,Rimac Local Piura,AGENTE SEGURIDAD 12 HRS L/S DÍA,7044_1072_48,7044,1072,48,1.0,J&V Resguardo S.A.C.,RIMAC SEGUROS Y REASEGUROS,Rimac Local Piura,AGENTE SEGURIDAD 12 HRS L/S DÍA,REGION PIURA,REGION NORTE,0.0,100.0,EXACTO
143212,19631.0,151,1,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Huanzala,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),143212_19631_151,143212,19631,151,1.5,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Huanzala,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),REGION HUARAZ,REGION NORTE,-0.5,66.67,FALTA
7409,3419.0,41,7,J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UPC Campus Monterrico Surco,AGENTE SEGURIDAD 12 HRS L/D DÍA,7409_3419_41,7409,3419,41,7.0,J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UPC Campus Monterrico Surco,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA S1,ZONA SUR,0.0,100.0,EXACTO
102591,8358.0,372,2,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede San Isidro Trujillo,AGENTE SEGURIDAD 08 HRS L/S TARDE,102591_8358_372,102591,8358,372,1.0,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede San Isidro Trujillo,AGENTE SEGURIDAD 08 HRS L/S TARDE,REGION TRUJILLO,REGION NORTE,1.0,200.0,SOBRECARGA
63394,2492.0,519,1,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 106 BCS Plaza San Miguel,AGENTE SEGURIDAD 08 HRS L/D TARDE,63394_2492_519,63394,2492,519,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 106 BCS Plaza San Miguel,AGENTE SEGURIDAD 08 HRS L/D TARDE,ZONA C9,ZONA CENTRO,-0.17,85.71,FALTA
123667,12899.0,95,2,J&V Resguardo S.A.C.,LOTERIAS DEL PERU S.A.C.,Loterias del Perú Local Lince,AGENTE SEGURIDAD 24 HRS L/D,123667_12899_95,123667,12899,95,2.3333333333333335,J&V Resguardo S.A.C.,LOTERIAS DEL PERU S.A.C.,Loterias del Perú Local Lince,AGENTE SEGURIDAD 24 HRS L/D,ZONA C11,ZONA CENTRO,-0.33,85.71,FALTA
56913,19706.0,95,2,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus CD Talara,AGENTE SEGURIDAD 24 HRS L/D,56913_19706_95,56913,19706,95,2.3333333333333335,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,Backus CD Talara,AGENTE SEGURIDAD 24 HRS L/D,REGION TUMBES,REGION NORTE,-0.33,85.71,FALTA
,,,0,,,,,63394_22695_519,63394,22695,519,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 145 CS Salaverry,AGENTE SEGURIDAD 08 HRS L/D TARDE,ZONA RT1,ZONA RETAIL,,,INDETERMINADO
75604,2603.0,95,4,J&V Resguardo S.A.C.,EXSA S A,Exsa Tacna (Planta Dinamita),AGENTE SEGURIDAD 24 HRS L/D,75604_2603_95,75604,2603,95,4.666666666666667,J&V Resguardo S.A.C.,EXSA S A,Exsa Tacna (Planta Dinamita),AGENTE SEGURIDAD 24 HRS L/D,REGION TACNA,REGION SUR,-0.67,85.71,FALTA
22930,23490.0,E10,2,Liderman Servicios S.A.C.,OPEN PLAZA S.A.,CC Open Plaza Chiclayo,AGENTE PARKING 12 HRS L/D DÍA,22930_23490_E10,22930,23490,E10,1.1666666666666667,Liderman Servicios S.A.C.,OPEN PLAZA S.A.,CC Open Plaza Chiclayo,AGENTE PARKING 12 HRS L/D DÍA,ZONA PD2,ZONA PARKING Y DELIVERY,0.83,171.43,SOBRECARGA
82747,3363.0,48,1,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Av. Industrial 675,AGENTE SEGURIDAD 12 HRS L/S DÍA,82747_3363_48,82747,3363,48,1.0,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Av. Industrial 675,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA RT3,ZONA RETAIL,0.0,100.0,EXACTO
89419,20285.0,95,2,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Sub Estación Barsi,AGENTE SEGURIDAD 24 HRS L/D,89419_20285_95,89419,20285,95,2.3333333333333335,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Sub Estación Barsi,AGENTE SEGURIDAD 24 HRS L/D,ZONA N1,ZONA NORTE,-0.33,85.71,FALTA
,,,0,,,,,125009_14129_156,125009,14129,156,1.0,J&V Resguardo S.A.C.,COUNTRY CLUB DE VILLA,Country Club de Villa Chorrillos (Tareo),SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),ZONA S4,ZONA SUR,,,INDETERMINADO
146310,20306.0,95,3,J&V Resguardo S.A.C.,CHINANGO S.A.C.,Chinango Oficina San Ramón,AGENTE SEGURIDAD 24 HRS L/D,146310_20306_95,146310,20306,95,2.8,J&V Resguardo S.A.C.,CHINANGO S.A.C.,Chinango Oficina San Ramón,AGENTE SEGURIDAD 24 HRS L/D,REGION JUNIN,REGION CENTRO,0.2,107.14,SOBRECARGA
,,,0,,,,,22743_273_37,22743,273,37,0.16666666666666666,J&V Resguardo S.A.C.,AJINOMOTO DEL PERU S A,Ajinomoto Planta Huaral,AGENTE SEGURIDAD 12 HRS DOM DÍA,REGION HUACHO,REGION NORTE,,,INDETERMINADO
8795,3182.0,95,3,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Alto Luna,AGENTE SEGURIDAD 24 HRS L/D,8795_3182_95,8795,3182,95,2.3333333333333335,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Alto Luna,AGENTE SEGURIDAD 24 HRS L/D,REGION ICA,REGION SUR,0.67,128.57,SOBRECARGA
134103,15640.0,E25,3,J&V Resguardo S.A.C.,MINERA BOROO MISQUICHILCA S.A.,Minera Barrick Lagunas Norte,ASISTENTE CENTRO DE CONTROL 24 HRS L/D,134103_15640_E25,134103,15640,E25,3.0,J&V Resguardo S.A.C.,MINERA BOROO MISQUICHILCA S.A.,Minera Barrick Lagunas Norte,ASISTENTE CENTRO DE CONTROL 24 HRS L/D,REGION TRUJILLO,REGION NORTE,0.0,100.0,EXACTO
,,,0,,,,,22995_930_080,22995,930,080,1.1538461538461537,J&V Resguardo S.A.C.,RACIONALIZACION EMPRESARIAL SA,La Planicie,GUARDIAN 24 HRS L/D,ZONA RG1,ZONA RESIDENCIAS,,,INDETERMINADO
8386,13959.0,C44,1,J&V Resguardo S.A.C.,A W FABER CASTELL PERUANA S A,Faber Castell Local Ate,AGENTE FEMENINA 12 HRS L/S (DÍA),8386_13959_C44,8386,13959,C44,1.0,J&V Resguardo S.A.C.,A W FABER CASTELL PERUANA S A,Faber Castell Local Ate,AGENTE FEMENINA 12 HRS L/S (DÍA),ZONA C2,ZONA CENTRO,0.0,100.0,EXACTO
144133,22452.0,L43,1,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Clínica Vallesur Arequipa Parking,SUPERVISOR PARKING 12 HRS L/S DÍA,144133_22452_L43,144133,22452,L43,1.0,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Clínica Vallesur Arequipa Parking,SUPERVISOR PARKING 12 HRS L/S DÍA,ZONA PD1,ZONA PARKING Y DELIVERY,0.0,100.0,EXACTO
,,,0,,,,,111548_19876_42,111548,19876,42,1.1666666666666667,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,Casablanca Terrenos CAS6 y 7 Chiclayo,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION CHICLAYO,REGION NORTE,,,INDETERMINADO
121313,12465.0,100,1,J&V Resguardo S.A.C.,QUIMTIA S.A.,Quimtia Distribución Lurín,JEFE DE GRUPO 12 HRS L/S DÍA,121313_12465_100,121313,12465,100,1.0,J&V Resguardo S.A.C.,QUIMTIA S.A.,Quimtia Distribución Lurín,JEFE DE GRUPO 12 HRS L/S DÍA,ZONA S7,ZONA SUR,0.0,100.0,EXACTO
55024,21159.0,95,5,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Paita 1 Accesos,AGENTE SEGURIDAD 24 HRS L/D,55024_21159_95,55024,21159,95,4.666666666666667,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Paita 1 Accesos,AGENTE SEGURIDAD 24 HRS L/D,REGION PIURA,REGION NORTE,0.33,107.14,SOBRECARGA
8287,26167.0,156,1,J&V Resguardo S.A.C.,JONES LANG LASALLE S.R.L.,JLL Local San Isidro,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),8287_26167_156,8287,26167,156,1.0,J&V Resguardo S.A.C.,JONES LANG LASALLE S.R.L.,JLL Local San Isidro,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),ZONA C7,ZONA CENTRO,0.0,100.0,EXACTO
23649,352.0,42,1,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Arequipa,AGENTE SEGURIDAD 12 HRS L/D NOCHE,23649_352_42,23649,352,42,1.1666666666666667,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Arequipa,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION AREQUIPA,REGION SUR,-0.17,85.71,FALTA
70588,13239.0,42,1,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Santa Clara,AGENTE SEGURIDAD 12 HRS L/D NOCHE,70588_13239_42,70588,13239,42,1.1666666666666667,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Santa Clara,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA RT1,ZONA RETAIL,-0.17,85.71,FALTA
73633,2439.0,95,5,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Las Brisas,AGENTE SEGURIDAD 24 HRS L/D,73633_2439_95,73633,2439,95,4.666666666666667,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Las Brisas,AGENTE SEGURIDAD 24 HRS L/D,ZONA RT2,ZONA RETAIL,0.33,107.14,SOBRECARGA
62803,21911.0,679,2,J&V Resguardo S.A.C.,NEOSALUD S.A.C.,Neosalud Botica Cercado de Lima,AGENTE SEGURIDAD 09:30 HRS L/V (DÍA),62803_21911_679,62803,21911,679,1.0,J&V Resguardo S.A.C.,NEOSALUD S.A.C.,Neosalud Botica Cercado de Lima,AGENTE SEGURIDAD 09:30 HRS L/V (DÍA),ZONA C5,ZONA CENTRO,1.0,200.0,SOBRECARGA
63394,26198.0,41,1,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 213 FO El Agustino,AGENTE SEGURIDAD 12 HRS L/D DÍA,63394_26198_41,63394,26198,41,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 213 FO El Agustino,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C4,ZONA CENTRO,-0.17,85.71,FALTA
54550,25961.0,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Ica Panamericana Parking,AGENTE PARKING 12 HRS L/D TARDE,54550_25961_L58,54550,25961,L58,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Ica Panamericana Parking,AGENTE PARKING 12 HRS L/D TARDE,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
9463,20008.0,H94,4,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Operadores La Victoria,OPERADOR DE ALARMAS NIVEL 2 08 HRS L/D DÍA,9463_20008_H94,9463,20008,H94,4.666666666666667,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Operadores La Victoria,OPERADOR DE ALARMAS NIVEL 2 08 HRS L/D DÍA,CENTRO DE CONTROL LIMA - INTERBANK,ZONA CENTRO,-0.67,85.71,FALTA
8330,23877.0,42,1,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,San Fernando Plantel 186 Pisco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,8330_23877_42,8330,23877,42,1.1666666666666667,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,San Fernando Plantel 186 Pisco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION ICA,REGION SUR,-0.17,85.71,FALTA
130578,14541.0,95,2,J&V Resguardo S.A.C.,BADINOTTI PERU S.A.,Badinotti Bolichera Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,130578_14541_95,130578,14541,95,2.3333333333333335,J&V Resguardo S.A.C.,BADINOTTI PERU S.A.,Badinotti Bolichera Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,ZONA N2,ZONA NORTE,-0.33,85.71,FALTA
106668,9072.0,42,1,J&V Resguardo S.A.C.,OPERACIONES FUNERARIAS S.A. OFSA,OFSA Local La Molina,AGENTE SEGURIDAD 12 HRS L/D NOCHE,106668_9072_42,106668,9072,42,1.1666666666666667,J&V Resguardo S.A.C.,OPERACIONES FUNERARIAS S.A. OFSA,OFSA Local La Molina,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S6,ZONA SUR,-0.17,85.71,FALTA
,,,0,,,,,54554_3824_C57,54554,3824,C57,1.1666666666666667,J&V Resguardo S.A.C.,PROFUTURO AFP,Serv. Adic. Profuturo Trujillo,AGENTE SEGURIDAD 08 HRS L/D TARDE,REGION TRUJILLO,REGION NORTE,,,INDETERMINADO
97938,17907.0,95,2,J&V Resguardo S.A.C.,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S.A.C.,Cibertec Sede Breña,AGENTE SEGURIDAD 24 HRS L/D,97938_17907_95,97938,17907,95,2.3333333333333335,J&V Resguardo S.A.C.,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,Cibertec Sede Breña,AGENTE SEGURIDAD 24 HRS L/D,ZONA C9,ZONA CENTRO,-0.33,85.71,FALTA
72395,14278.0,95,2,J&V Resguardo S.A.C.,CLUB NACIONAL,Club Nacional Jr. Camana,AGENTE SEGURIDAD 24 HRS L/D,72395_14278_95,72395,14278,95,2.3333333333333335,J&V Resguardo S.A.C.,CLUB NACIONAL,Club Nacional Jr. Camana,AGENTE SEGURIDAD 24 HRS L/D,ZONA C5,ZONA CENTRO,-0.33,85.71,FALTA
124387,13067.0,95,13,J&V Resguardo S.A.C.,CBC PERUANA S.A.C.,CBC Planta Huachipa,AGENTE SEGURIDAD 24 HRS L/D,124387_13067_95,124387,13067,95,11.666666666666666,J&V Resguardo S.A.C.,CBC PERUANA S.A.C.,CBC Planta Huachipa,AGENTE SEGURIDAD 24 HRS L/D,ZONA C1,ZONA CENTRO,1.33,111.43,SOBRECARGA
104198,8628.0,42,1,J&V Resguardo S.A.C.,LA ESPERANZA DEL PERU S A,Sanna Clínica San Borja,AGENTE SEGURIDAD 12 HRS L/D NOCHE,104198_8628_42,104198,8628,42,1.1666666666666667,J&V Resguardo S.A.C.,LA ESPERANZA DEL PERU S A,Sanna Clínica San Borja,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S1,ZONA SUR,-0.17,85.71,FALTA
23649,352.0,95,12,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Arequipa,AGENTE SEGURIDAD 24 HRS L/D,23649_352_95,23649,352,95,11.666666666666666,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Arequipa,AGENTE SEGURIDAD 24 HRS L/D,REGION AREQUIPA,REGION SUR,0.33,102.86,SOBRECARGA
200131,25743.0,95,10,J&V Resguardo S.A.C.,INVERSIONES CASTELAR S.A.C.,Boulevard de Asia,AGENTE SEGURIDAD 24 HRS L/D,200131_25743_95,200131,25743,95,11.666666666666666,J&V Resguardo S.A.C.,INVERSIONES CASTELAR S.A.C.,Boulevard de Asia,AGENTE SEGURIDAD 24 HRS L/D,ZONA S5,ZONA SUR,-1.67,85.71,FALTA
93918,12498.0,95,5,J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,CTM SE Yarabamba Arequipa,AGENTE SEGURIDAD 24 HRS L/D,93918_12498_95,93918,12498,95,4.666666666666667,J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,CTM SE Yarabamba Arequipa,AGENTE SEGURIDAD 24 HRS L/D,REGION AREQUIPA,REGION SUR,0.33,107.14,SOBRECARGA
124172,13018.0,H59,1,J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,Socopur Local Chorrillos,AGENTE SEGURIDAD 10:30 HRS L/V + SÁB 07 HRS DÍA,124172_13018_H59,124172,13018,H59,1.0,J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,Socopur Local Chorrillos,AGENTE SEGURIDAD 10:30 HRS L/V + SÁB 07 HRS DÍA,ZONA S4,ZONA SUR,0.0,100.0,EXACTO
75608,5421.0,48,1,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Serv. Adic. Tasa Flota Callao,AGENTE SEGURIDAD 12 HRS L/S DÍA,75608_5421_48,75608,5421,48,1.0,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Serv. Adic. Tasa Flota Callao,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA N5,ZONA NORTE,0.0,100.0,EXACTO
,,,0,,,,,102591_8357_026,102591,8357,026,2.0,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede El Molino Trujillo,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),REGION TRUJILLO,REGION NORTE,,,INDETERMINADO
54550,22991.0,F36,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Canta Central Parking,AGENTE PARKING 08 HRS L/D DÍA,54550_22991_F36,54550,22991,F36,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Canta Central Parking,AGENTE PARKING 08 HRS L/D DÍA,ZONA PD2,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
54554,607.0,53,1,J&V Resguardo S.A.C.,PROFUTURO AFP,Profuturo Sede Principal,AGENTE SEGURIDAD 12 HRS L/V (DÍA),54554_607_53,54554,607,53,1.0,J&V Resguardo S.A.C.,PROFUTURO AFP,Profuturo Sede Principal,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C6,ZONA CENTRO,0.0,100.0,EXACTO
71436,9696.0,106,2,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Fideeria Lima Argentina,JEFE DE GRUPO 24 HRS L/D,71436_9696_106,71436,9696,106,2.3333333333333335,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Fideeria Lima Argentina,JEFE DE GRUPO 24 HRS L/D,ZONA N1,ZONA NORTE,-0.33,85.71,FALTA
130170,18429.0,53,1,J&V Resguardo S.A.C.,CONTE GROUP S.A.C. - CONTE G S.A.C.,Conte Group Local Ate,AGENTE SEGURIDAD 12 HRS L/V (DÍA),130170_18429_53,130170,18429,53,1.0,J&V Resguardo S.A.C.,CONTE GROUP S.A.C. - CONTE G S.A.C.,Conte Group Local Ate,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C3,ZONA CENTRO,0.0,100.0,EXACTO
137219,17442.0,42,1,J&V Resguardo S.A.C.,T & T INGENIERIA Y CONSTRUCCION S.A,T & T Ing. y Const. La Concordia VES,AGENTE SEGURIDAD 12 HRS L/D NOCHE,137219_17442_42,137219,17442,42,1.1666666666666667,J&V Resguardo S.A.C.,T & T INGENIERIA Y CONSTRUCCION S.A,T & T Ing. y Const. La Concordia VES,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S2,ZONA SUR,-0.17,85.71,FALTA
88625,21546.0,P19,1,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque II Recepción,RECEPCIONISTA 08 HRS L/V (DÍA),88625_21546_P19,88625,21546,P19,1.0,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque II Recepción,RECEPCIONISTA 08 HRS L/V (DÍA),ZONA C6,ZONA CENTRO,0.0,100.0,EXACTO
,,,0,,,,,86429_22652_95,86429,22652,95,4.666666666666667,J&V Resguardo S.A.C.,GAS NATURAL DE LIMA Y CALLAO S.A.,Serv. Adic. Calidda ERP El Agustino,AGENTE SEGURIDAD 24 HRS L/D,ZONA C4,ZONA CENTRO,,,INDETERMINADO
59493,17635.0,100,5,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Servicios Generales Campus,JEFE DE GRUPO 12 HRS L/S DÍA,59493_17635_100,59493,17635,100,5.0,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Servicios Generales Campus,JEFE DE GRUPO 12 HRS L/S DÍA,ZONA N8,ZONA NORTE,0.0,100.0,EXACTO
9416,5185.0,113,3,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio,OPERADOR CENTRO CONTROL 24 HRS L/D,9416_5185_113,9416,5185,113,2.3333333333333335,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA C12,ZONA CENTRO,0.67,128.57,SOBRECARGA
56951,12888.0,B22,3,J&V Resguardo S.A.C.,EMPRESA SIDERURGICA DEL PERU S.A.A.,Sider Planta Chimbote (Tareo),INSPECTOR DE MUELLE 24 HRS L/D,56951_12888_B22,56951,12888,B22,2.3333333333333335,J&V Resguardo S.A.C.,EMPRESA SIDERURGICA DEL PERU S.A.A.,Sider Planta Chimbote (Tareo),INSPECTOR DE MUELLE 24 HRS L/D,REGION CHIMBOTE,REGION NORTE,0.67,128.57,SOBRECARGA
156384,22494.0,27,2,J&V Resguardo S.A.C.,REFAX PERÚ S.A.,Refax Sede Punta Hermosa,AGENTE SEGURIDAD 10 HRS L/V (DÍA),156384_22494_27,156384,22494,27,2.0,J&V Resguardo S.A.C.,REFAX PERÚ S.A.,Refax Sede Punta Hermosa,AGENTE SEGURIDAD 10 HRS L/V (DÍA),ZONA S5,ZONA SUR,0.0,100.0,EXACTO
55712,22870.0,42,3,J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,Planta Vitor,AGENTE SEGURIDAD 12 HRS L/D NOCHE,55712_22870_42,55712,22870,42,2.3333333333333335,J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,Planta Vitor,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION AREQUIPA,REGION SUR,0.67,128.57,SOBRECARGA
,,,0,,,,,54554_3824_30,54554,3824,30,1.1666666666666667,J&V Resguardo S.A.C.,PROFUTURO AFP,Serv. Adic. Profuturo Trujillo,AGENTE SEGURIDAD 11 HRS L/D (DÍA),REGION TRUJILLO,REGION NORTE,,,INDETERMINADO
22931,10459.0,95,2,J&V Resguardo S.A.C.,MANUFACTURAS ELECTRICAS S A,Manelsa 2 Local Alberto Dansey,AGENTE SEGURIDAD 24 HRS L/D,22931_10459_95,22931,10459,95,2.3333333333333335,J&V Resguardo S.A.C.,MANUFACTURAS ELECTRICAS S A,Manelsa 2 Local Alberto Dansey,AGENTE SEGURIDAD 24 HRS L/D,ZONA C5,ZONA CENTRO,-0.33,85.71,FALTA
120215,17276.0,42,1,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa CDA Oficinas Administrativas,AGENTE SEGURIDAD 12 HRS L/D NOCHE,120215_17276_42,120215,17276,42,1.5,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa CDA Oficinas Administrativas,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION HUANCAVELICA,REGION CENTRO,-0.5,66.67,FALTA
54550,12099.0,42,2,J&V Resguardo S.A.C.,HIPERMERCADOS TOTTUS S.A.,Hipermercados Tottus Saenz Peña,AGENTE SEGURIDAD 12 HRS L/D NOCHE,54550_12099_42,54550,12099,42,1.1666666666666667,J&V Resguardo S.A.C.,HIPERMERCADOS TOTTUS S.A.,Hipermercados Tottus Saenz Peña,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA N6,ZONA NORTE,0.83,171.43,SOBRECARGA
